,User ID,Country,City,Street,Day,Sex,Product,Quantity
162,163,Canada,Toronto,Oak St,15,Male,Honeydew,3
163,164,USA,Toronto,Main St,5,Male,Banana,7
164,165,Canada,Mexico City,Oak St,14,Female,Cherry,6
165,166,Canada,Toronto,Oak St,29,Male,Grape,9
166,167,Mexico,Mexico City,Oak St,13,Female,Fig,8
167,168,Mexico,Toronto,Oak St,12,Male,Fig,3
168,169,Mexico,New York,Oak St,6,Female,Banana,3
169,170,Mexico,Toronto,Elm St,18,Female,Banana,4
170,171,USA,Mexico City,Oak St,28,Male,Grape,7
171,172,Canada,New York,Main St,26,Female,Date,4
172,173,Canada,Toronto,Elm St,26,Male,Banana,6
173,174,Canada,New York,Oak St,15,Male,Grape,7
174,175,Mexico,Mexico City,Elm St,6,Male,Date,6
175,176,USA,Mexico City,Oak St,14,Female,Kiwi,1
176,177,Mexico,New York,Elm St,29,Male,Honeydew,4
177,178,Mexico,Mexico City,Oak St,18,Female,Grape,8
178,179,Mexico,Mexico City,Main St,10,Female,Lemon,9
179,180,USA,Mexico City,Main St,4,Female,Cherry,4
180,181,Canada,Toronto,Main St,24,Female,Elderberry,6
181,182,Canada,New York,Elm St,23,Female,Date,8
182,183,Mexico,New York,Elm St,26,Male,Elderberry,9
183,184,USA,Toronto,Main St,12,Female,Date,4
184,185,USA,Mexico City,Main St,22,Male,Apple,7
185,186,USA,Toronto,Main St,4,Female,Kiwi,2
186,187,Mexico,Toronto,Oak St,19,Female,Cherry,6
187,188,Mexico,New York,Elm St,26,Male,Cherry,6
188,189,Canada,Toronto,Main St,10,Male,Banana,5
189,190,Canada,Mexico City,Elm St,25,Female,Apple,2
190,191,Mexico,New York,Elm St,29,Male,Date,1
191,192,Mexico,Toronto,Elm St,26,Male,Apple,1
192,193,USA,Toronto,Oak St,11,Female,Kiwi,8
193,194,Mexico,Mexico City,Oak St,21,Male,Elderberry,2
194,195,Canada,New York,Main St,12,Male,Apple,7
195,196,USA,New York,Elm St,10,Male,Date,1
196,197,Mexico,Mexico City,Elm St,15,Male,Banana,4
197,198,USA,Mexico City,Main St,26,Female,Grape,8
198,199,Mexico,Toronto,Elm St,24,Female,Banana,3
199,200,USA,Toronto,Oak St,9,Male,Apple,4
200,201,USA,Toronto,Elm St,7,Female,Apple,7
201,202,USA,Mexico City,Elm St,22,Male,Banana,7
202,203,USA,Mexico City,Oak St,4,Male,Fig,1
203,204,USA,Mexico City,Main St,15,Female,Apple,5
204,205,Canada,Mexico City,Main St,19,Male,Date,5
205,206,USA,Mexico City,Oak St,7,Female,Kiwi,5
206,207,Mexico,Toronto,Elm St,21,Female,Honeydew,6
207,208,Mexico,Toronto,Elm St,1,Female,Cherry,5
208,209,Canada,Mexico City,Oak St,28,Male,Fig,4
209,210,USA,New York,Elm St,4,Female,Fig,7
210,211,Mexico,Mexico City,Elm St,1,Male,Date,6
211,212,Mexico,Mexico City,Main St,7,Male,Banana,5
212,213,Mexico,Mexico City,Main St,19,Female,Apple,3
213,214,Canada,Mexico City,Main St,29,Male,Grape,6
214,215,Canada,Mexico City,Oak St,10,Male,Honeydew,3
215,216,Canada,Mexico City,Elm St,24,Male,Lemon,2
216,217,USA,Toronto,Main St,8,Female,Honeydew,5
217,218,Mexico,Toronto,Elm St,19,Male,Cherry,3
218,219,Canada,Toronto,Elm St,8,Female,Cherry,9
219,220,USA,Toronto,Main St,20,Male,Honeydew,3
220,221,Mexico,Toronto,Main St,28,Female,Cherry,3
221,222,USA,Mexico City,Main St,23,Male,Kiwi,2
222,223,Mexico,Toronto,Elm St,9,Male,Apple,1
223,224,USA,Toronto,Main St,7,Male,Cherry,6
224,225,Mexico,Toronto,Oak St,8,Male,Apple,2
225,226,USA,Mexico City,Elm St,12,Female,Fig,4
226,227,Mexico,Mexico City,Elm St,1,Male,Kiwi,3
227,228,Canada,Mexico City,Elm St,14,Male,Apple,6
228,229,Mexico,New York,Main St,26,Male,Grape,7
229,230,Mexico,Mexico City,Oak St,7,Female,Elderberry,5
230,231,USA,Mexico City,Elm St,11,Female,Lemon,9
231,232,Canada,New York,Elm St,23,Female,Cherry,2
232,233,Mexico,Mexico City,Main St,22,Male,Grape,6
233,234,USA,Toronto,Oak St,29,Male,Banana,1
234,235,USA,Mexico City,Elm St,28,Male,Grape,6
235,236,USA,New York,Main St,5,Male,Honeydew,3
236,237,USA,New York,Oak St,7,Female,Honeydew,8
237,238,USA,Toronto,Main St,24,Female,Honeydew,8
238,239,Mexico,New York,Elm St,18,Female,Banana,5
239,240,USA,Toronto,Oak St,23,Female,Fig,8
240,241,Canada,Mexico City,Oak St,19,Female,Date,7
241,242,Canada,Toronto,Main St,19,Male,Kiwi,3
242,243,USA,Mexico City,Main St,14,Female,Fig,7
243,244,USA,New York,Main St,21,Male,Cherry,2
244,245,Canada,Mexico City,Oak St,14,Female,Elderberry,2
245,246,USA,Toronto,Oak St,13,Female,Banana,5
246,247,Mexico,Mexico City,Main St,25,Female,Elderberry,4
247,248,Mexico,New York,Main St,16,Female,Honeydew,5
248,249,USA,Toronto,Main St,29,Female,Honeydew,9
249,250,USA,Toronto,Oak St,12,Male,Kiwi,1
250,251,Canada,Toronto,Oak St,22,Male,Date,1
251,252,Mexico,Mexico City,Elm St,18,Male,Honeydew,9
252,253,Mexico,Toronto,Elm St,25,Female,Honeydew,3
253,254,USA,New York,Oak St,23,Female,Apple,8
254,255,Canada,New York,Main St,17,Female,Banana,2
255,256,Canada,Toronto,Oak St,10,Male,Banana,5
256,257,USA,Toronto,Main St,8,Female,Kiwi,1
257,258,USA,New York,Elm St,16,Male,Elderberry,5
258,259,USA,Toronto,Oak St,10,Male,Honeydew,1
259,260,Canada,New York,Elm St,12,Female,Elderberry,2
260,261,Mexico,Mexico City,Main St,24,Male,Honeydew,2
261,262,Mexico,Toronto,Oak St,8,Male,Honeydew,3
262,263,USA,Toronto,Main St,13,Male,Honeydew,1
263,264,Canada,Toronto,Elm St,16,Male,Date,3
264,265,Canada,New York,Oak St,6,Male,Lemon,2
265,266,Mexico,Mexico City,Oak St,1,Female,Banana,8
266,267,Canada,New York,Oak St,22,Male,Fig,2
267,268,Canada,Mexico City,Oak St,21,Female,Honeydew,6
268,269,Canada,New York,Main St,27,Female,Apple,4
269,270,Mexico,Toronto,Main St,14,Female,Kiwi,3
270,271,Mexico,Toronto,Oak St,22,Female,Grape,6
271,272,USA,Mexico City,Oak St,19,Female,Grape,6
272,273,USA,Mexico City,Main St,19,Female,Grape,1
273,274,USA,Mexico City,Main St,6,Male,Apple,6
274,275,Canada,Toronto,Main St,5,Female,Lemon,2
275,276,Canada,New York,Oak St,5,Male,Elderberry,2
276,277,Mexico,Mexico City,Main St,20,Female,Kiwi,9
277,278,Canada,New York,Elm St,2,Female,Grape,1
278,279,USA,Toronto,Elm St,7,Female,Honeydew,7
279,280,USA,Toronto,Main St,14,Male,Kiwi,6
280,281,Canada,New York,Elm St,12,Female,Date,7
281,282,Mexico,Mexico City,Oak St,5,Male,Honeydew,8
282,283,USA,New York,Elm St,5,Male,Honeydew,2
283,284,Canada,New York,Main St,9,Male,Apple,2
284,285,Mexico,Toronto,Elm St,27,Female,Cherry,4
285,286,Canada,Mexico City,Elm St,15,Female,Cherry,1
286,287,Canada,Toronto,Oak St,17,Male,Honeydew,3
287,288,USA,Mexico City,Elm St,24,Female,Date,7
288,289,USA,New York,Oak St,9,Female,Cherry,5
289,290,Canada,Toronto,Elm St,14,Male,Fig,7
290,291,USA,Toronto,Elm St,30,Female,Honeydew,6
291,292,Mexico,Mexico City,Oak St,8,Female,Honeydew,1
292,293,Mexico,New York,Main St,25,Female,Grape,7
293,294,Canada,Toronto,Elm St,11,Female,Banana,2
294,295,USA,New York,Oak St,1,Male,Lemon,8
295,296,USA,New York,Main St,4,Female,Elderberry,1
296,297,USA,Mexico City,Main St,29,Female,Apple,5
297,298,Mexico,New York,Oak St,14,Female,Grape,4
298,299,Canada,Mexico City,Elm St,28,Female,Lemon,9
299,300,Mexico,New York,Elm St,21,Male,Apple,3
300,301,Canada,Mexico City,Elm St,7,Female,Banana,8
301,302,Mexico,Toronto,Oak St,23,Male,Elderberry,2
302,303,Canada,Toronto,Oak St,20,Female,Fig,9
303,304,Mexico,New York,Elm St,4,Male,Lemon,4
304,305,USA,Mexico City,Main St,19,Female,Grape,1
305,306,USA,Mexico City,Oak St,21,Female,Lemon,1
306,307,USA,Toronto,Elm St,9,Male,Fig,8
307,308,Canada,Toronto,Main St,23,Male,Date,6
308,309,Canada,New York,Main St,16,Female,Date,5
309,310,Canada,Mexico City,Elm St,17,Male,Kiwi,3
310,311,Mexico,Mexico City,Main St,21,Female,Cherry,1
311,312,USA,Toronto,Main St,12,Male,Date,9
312,313,USA,New York,Main St,7,Female,Honeydew,3
313,314,USA,New York,Main St,25,Female,Banana,6
314,315,USA,New York,Elm St,10,Male,Elderberry,7
315,316,Canada,Toronto,Main St,7,Female,Honeydew,6
316,317,USA,New York,Elm St,17,Female,Banana,6
317,318,Mexico,New York,Main St,7,Female,Grape,3
318,319,Mexico,Toronto,Oak St,24,Male,Lemon,2
319,320,USA,Toronto,Elm St,25,Female,Kiwi,1
320,321,Mexico,Mexico City,Elm St,30,Male,Apple,5
321,322,Canada,Mexico City,Oak St,6,Female,Date,7
322,323,USA,New York,Main St,7,Male,Date,7
323,324,USA,Toronto,Oak St,10,Male,Date,9
324,325,Mexico,Mexico City,Main St,25,Male,Lemon,1
325,326,USA,Mexico City,Oak St,6,Female,Lemon,8
326,327,USA,New York,Main St,11,Female,Date,9
327,328,Mexico,Mexico City,Oak St,22,Female,Cherry,7
328,329,Mexico,Mexico City,Elm St,19,Male,Grape,2
329,330,Canada,New York,Main St,21,Female,Kiwi,5
330,331,Mexico,Toronto,Elm St,5,Male,Honeydew,1
331,332,Canada,Toronto,Elm St,30,Female,Elderberry,9
332,333,Mexico,Toronto,Oak St,17,Female,Date,7
333,334,Mexico,New York,Oak St,6,Female,Date,9
334,335,Canada,Toronto,Oak St,11,Female,Honeydew,1
335,336,Mexico,Toronto,Main St,10,Male,Kiwi,8
336,337,USA,Mexico City,Main St,13,Male,Cherry,5
337,338,Canada,Mexico City,Oak St,23,Male,Grape,9
338,339,USA,Mexico City,Elm St,13,Female,Lemon,1
339,340,Mexico,Mexico City,Oak St,17,Female,Apple,3
340,341,Mexico,Toronto,Elm St,20,Female,Date,1
341,342,Mexico,New York,Oak St,8,Male,Apple,8
342,343,USA,Mexico City,Main St,27,Female,Banana,9
343,344,Canada,Toronto,Main St,21,Female,Cherry,3
344,345,Mexico,New York,Oak St,11,Female,Honeydew,4
345,346,Canada,Toronto,Elm St,23,Female,Banana,5
346,347,Canada,Toronto,Main St,10,Female,Grape,4
347,348,Canada,Toronto,Elm St,27,Male,Date,9
348,349,Canada,Mexico City,Main St,13,Male,Banana,3
349,350,USA,New York,Oak St,16,Male,Cherry,8
350,351,Mexico,New York,Main St,7,Male,Kiwi,1
351,352,USA,Toronto,Oak St,13,Female,Date,7
352,353,Mexico,New York,Main St,12,Male,Lemon,4
353,354,USA,Toronto,Main St,2,Male,Date,4
354,355,USA,Mexico City,Main St,6,Female,Grape,1
355,356,Mexico,New York,Main St,24,Male,Kiwi,2
356,357,Canada,Mexico City,Oak St,12,Male,Fig,3
357,358,Mexico,New York,Oak St,29,Male,Date,4
358,359,Canada,New York,Elm St,2,Female,Fig,9
359,360,USA,New York,Main St,5,Female,Elderberry,6
360,361,Canada,New York,Oak St,15,Female,Lemon,8
361,362,Mexico,New York,Elm St,3,Female,Elderberry,1
362,363,Canada,Mexico City,Main St,19,Female,Honeydew,4
363,364,Canada,Toronto,Elm St,16,Male,Kiwi,2
364,365,USA,Mexico City,Main St,6,Female,Fig,6
365,366,USA,New York,Elm St,22,Female,Fig,4
366,367,Mexico,Toronto,Main St,7,Male,Lemon,9
367,368,USA,Mexico City,Main St,13,Female,Fig,4
368,369,USA,Mexico City,Oak St,1,Female,Lemon,8
369,370,Mexico,Mexico City,Elm St,15,Male,Apple,7
370,371,Canada,New York,Oak St,20,Male,Elderberry,6
371,372,USA,Mexico City,Main St,30,Female,Honeydew,2
372,373,Canada,Mexico City,Oak St,25,Male,Date,1
373,374,Canada,Mexico City,Elm St,22,Female,Honeydew,1
374,375,Mexico,Toronto,Oak St,9,Male,Kiwi,2
375,376,Mexico,Toronto,Elm St,12,Male,Grape,1
376,377,Canada,New York,Main St,13,Female,Cherry,2
377,378,Canada,Mexico City,Elm St,10,Female,Apple,4
378,379,USA,Mexico City,Main St,22,Male,Honeydew,4
379,380,Mexico,New York,Oak St,22,Male,Fig,5
380,381,Mexico,New York,Main St,12,Male,Lemon,3
381,382,USA,New York,Elm St,29,Male,Banana,6
382,383,USA,Mexico City,Main St,9,Male,Banana,2
383,384,Canada,Mexico City,Oak St,24,Female,Cherry,7
384,385,USA,Mexico City,Main St,23,Female,Banana,4
385,386,Canada,New York,Main St,21,Male,Lemon,2
386,387,Mexico,Toronto,Oak St,30,Female,Elderberry,8
387,388,Canada,Toronto,Elm St,22,Male,Honeydew,7
388,389,USA,Toronto,Oak St,27,Male,Date,1
389,390,USA,Toronto,Oak St,19,Female,Kiwi,1
390,391,USA,New York,Oak St,12,Male,Date,3
391,392,Canada,New York,Elm St,25,Female,Kiwi,3
392,393,Canada,Toronto,Oak St,16,Female,Cherry,9
393,394,Mexico,New York,Oak St,3,Female,Fig,9
394,395,Canada,Mexico City,Elm St,8,Female,Elderberry,7
395,396,Canada,Mexico City,Oak St,30,Male,Apple,9
396,397,USA,Toronto,Elm St,22,Male,Fig,9
397,398,Mexico,Mexico City,Oak St,27,Male,Grape,8
398,399,Mexico,New York,Oak St,24,Female,Kiwi,5
399,400,Mexico,Mexico City,Elm St,24,Female,Apple,9
400,401,USA,Mexico City,Main St,8,Female,Elderberry,2
401,402,Canada,Toronto,Oak St,10,Female,Honeydew,7
402,403,USA,Mexico City,Elm St,23,Male,Lemon,7
403,404,USA,New York,Elm St,29,Female,Fig,2
404,405,Canada,Mexico City,Main St,15,Male,Banana,8
405,406,USA,New York,Oak St,7,Female,Grape,2
406,407,Mexico,Toronto,Main St,25,Female,Lemon,5
407,408,Canada,Toronto,Elm St,22,Male,Date,6
408,409,USA,Toronto,Main St,27,Male,Kiwi,4
409,410,USA,Toronto,Oak St,8,Male,Date,7
410,411,Mexico,Mexico City,Elm St,18,Female,Date,6
411,412,Mexico,New York,Main St,3,Female,Apple,4
412,413,Canada,Toronto,Elm St,22,Male,Fig,1
413,414,Canada,Toronto,Elm St,30,Male,Banana,7
414,415,Canada,Toronto,Elm St,25,Male,Apple,1
415,416,Mexico,Toronto,Main St,7,Female,Cherry,2
416,417,Canada,New York,Main St,3,Male,Grape,1
417,418,USA,Mexico City,Oak St,21,Male,Elderberry,6
418,419,USA,Mexico City,Oak St,25,Female,Banana,8
419,420,Mexico,Mexico City,Main St,30,Female,Cherry,9
420,421,Canada,New York,Oak St,6,Male,Lemon,3
421,422,Mexico,Toronto,Oak St,29,Male,Kiwi,7
422,423,Canada,New York,Main St,5,Male,Elderberry,3
423,424,Canada,Toronto,Oak St,7,Male,Date,6
424,425,USA,Mexico City,Elm St,15,Female,Date,1
425,426,USA,New York,Oak St,24,Male,Kiwi,9
426,427,Canada,Mexico City,Oak St,23,Male,Apple,3
427,428,Canada,New York,Main St,25,Male,Elderberry,4
428,429,Canada,Toronto,Elm St,22,Female,Fig,5
429,430,Mexico,New York,Main St,17,Female,Fig,7
430,431,Canada,Mexico City,Oak St,15,Male,Elderberry,5
431,432,USA,Mexico City,Elm St,26,Female,Honeydew,5
432,433,Mexico,Mexico City,Oak St,11,Female,Cherry,9
433,434,USA,Toronto,Oak St,15,Male,Cherry,9
434,435,Mexico,Toronto,Elm St,26,Male,Elderberry,9
435,436,USA,New York,Main St,4,Male,Kiwi,4
436,437,Mexico,Mexico City,Elm St,19,Female,Honeydew,3
437,438,USA,Toronto,Elm St,18,Male,Date,9
438,439,USA,Mexico City,Oak St,25,Female,Grape,1
439,440,Canada,Mexico City,Elm St,29,Male,Cherry,1
440,441,USA,New York,Main St,29,Male,Grape,9
441,442,Canada,Mexico City,Oak St,1,Male,Cherry,6
442,443,Canada,Toronto,Oak St,18,Female,Banana,8
443,444,Mexico,Mexico City,Elm St,28,Female,Grape,5
444,445,Mexico,New York,Oak St,11,Male,Lemon,4
445,446,USA,New York,Oak St,10,Male,Banana,3
446,447,Mexico,New York,Oak St,12,Female,Cherry,1
447,448,Canada,Mexico City,Elm St,1,Male,Apple,1
448,449,Mexico,Mexico City,Main St,20,Male,Cherry,7
449,450,USA,Toronto,Oak St,27,Female,Banana,4
450,451,Canada,New York,Elm St,5,Male,Grape,9
451,452,USA,New York,Oak St,22,Male,Honeydew,2
452,453,Mexico,Mexico City,Elm St,10,Male,Date,8
453,454,Mexico,Toronto,Elm St,23,Male,Kiwi,6
454,455,Mexico,Mexico City,Elm St,26,Female,Kiwi,5
455,456,USA,Mexico City,Oak St,20,Male,Date,8
456,457,Mexico,Mexico City,Main St,17,Female,Cherry,2
457,458,Mexico,Mexico City,Elm St,4,Female,Banana,8
458,459,Canada,Toronto,Elm St,27,Female,Lemon,6
459,460,Canada,Toronto,Elm St,17,Female,Elderberry,8
460,461,USA,Toronto,Oak St,3,Male,Lemon,2
461,462,USA,Mexico City,Oak St,4,Male,Fig,7
462,463,USA,Mexico City,Elm St,28,Female,Honeydew,7
463,464,Mexico,Toronto,Main St,2,Male,Grape,3
464,465,Mexico,Mexico City,Main St,8,Male,Date,4
465,466,USA,Toronto,Oak St,26,Male,Lemon,4
466,467,Canada,New York,Main St,10,Female,Apple,3
467,468,USA,Toronto,Elm St,8,Male,Fig,7
468,469,USA,Mexico City,Elm St,11,Female,Banana,3
469,470,Mexico,Toronto,Main St,8,Female,Fig,8
470,471,Canada,Toronto,Oak St,16,Male,Banana,9
471,472,Canada,Mexico City,Main St,13,Female,Cherry,7
472,473,Mexico,New York,Elm St,13,Male,Cherry,6
473,474,USA,Mexico City,Main St,2,Male,Cherry,5
474,475,USA,Toronto,Oak St,27,Male,Cherry,9
475,476,Canada,Mexico City,Elm St,10,Female,Banana,9
476,477,Canada,Toronto,Elm St,30,Female,Grape,6
477,478,Canada,Toronto,Main St,7,Female,Fig,2
478,479,USA,Mexico City,Elm St,12,Male,Banana,1
